id,title,year,genre,duration
3581,Дети капитана Гранта,1936,16,85
3582,Дети кукурузы,1984,6,93
3583,Дети кукурузы 2: Последняя жертва,1992,6,89
3584,Дети кукурузы 3: городская жатва,1994,6,89
3585,Дети кукурузы 4: сбор урожая,1996,6,87
3586,Дети кукурузы 5: поля страха,1998,6,79
3587,Дети кукурузы 666: Айзек вернулся,1999,6,78
3588,Дети меньшого бога,1986,2,110
3589,Дети небес,1999,2,89
3590,Дети ночи,1992,6,87
3591,Дети понедельника,1997,3,90
3592,Дети потерпевшего кораблекрушение,1992,11,89
3593,Дети природы,2000,2,110
3594,Дети райка,1945,2,194
3595,Дети революции,1996,1,97
3596,Дети СССР,2007,2,96
3597,Дети чугунных богов,1993,2,80
3598,Дети шпионов,2001,11,88
3599,Дети шпионов 2: Остров несбывшихся надежд,2002,13,99
3600,Дети шпионов 3-D: Игра окончена,2003,11,100
3601,Детишки в лесу,1996,1,91
3602,Детки,1995,2,94
3603,Детоксикация,2002,11,92
3604,Детонатор,1997,11,93
3605,Детонатор,1992,11,97
3606,Детройт - город рока,1999,1,91
3607,Детройт 9000,1973,11,102
3608,Детсадовский полицейский,1990,1,110
3609,Детская игра,1988,6,87
3610,Детская игра,2001,2,85
3611,Детская игра 2,1990,6,84
3612,Детская игра 3,1991,6,89
3613,Детский час,1961,2,108
3614,Детство,1938,2,100
3615,Детям до шестнадцати,2000,1,94
3616,Дешевые шутки,1991,1,92
3617,Дешевый детектив,1978,1,90
3618,Джаггернаут,1974,2,109
3619,"Джакобо Тимерман: заключенный без имени, камера без номера",1983,2,99
3620,Джанго,1972,19,85
3621,Джей и Молчаливый Боб наносят ответный удар,2001,13,98
3622,"Джейк, верни машину",1990,11,86
3623,Джеймс и гигантский персик,1996,16,73
3625,Джейн Остин,2007,2,120
3626,Джейн Эйр,1944,3,97
3627,Джейн Эйр,1996,2,116
3628,Джек,1996,3,110
3629,Джек вернулся,1988,4,96
3630,Джек Восьмеркин - &quot;Американец,1986,1,196
3631,Джек и Сара,1996,3,110
3632,Джек О,1995,6,89
3633,Джек пот,1993,1,106
3634,Джек Рид - один из наших,1995,11,87
3635,Джеки Браун,1997,4,154
3636,Джек-медвежонок,1993,2,97
3637,Джек-молния,1994,19,96
3638,Джек-попрыгун,1986,11,99
3639,Джек-потрошитель,1988,4,192
3640,Джексон-Тринитротолуол,1974,11,87
3641,Дженис и Джон,2003,1,105
3642,Дженнифер восемь,1992,4,126
3643,Джентельмен сыска Иван Подушкин,2006,1,208
3645,Джентльмен из Кокоди,1971,1,90
3646,Джентльменское соглашение,1947,2,118
3647,Джентльмен-шоу: выпуск 1,1995,1,79
3648,Джентльмен-шоу: выпуск 2,1995,1,81
3649,Джентльмены предпочитают блондинок,1953,1,91
3650,Джентльмены удачи,1972,1,84
3651,Джереми,1973,2,90
3652,Джеронимо,1962,19,100
3653,Джеронимо,1993,19,106
3654,Джеронимо: американская легенда,1993,19,115
3655,Джерри,2002,13,103
3656,Джерри Магуайр,1996,2,134
3657,Джесси Джеймс,1939,19,104
3658,Джетро Талл: 25-летний юбилей,1995,7,79
3660,Джеффри,1995,1,92
3661,Джи Ай Джо: Бросок кобры,2009,11,135
3662,Джиа,1998,2,126
3663,Джиллиан на день рождения,1996,3,89
3664,Джим с Пикадилли,2004,1,97
3665,Джими Хендрикс: экспириэнс,1992,7,28
3666,Джимми-Голливуд,1994,1,118
3667,"Джимми-Нейтрон, мальчик-гений",2001,16,85
3668,Джин без бутылки,1991,1,88
3669,Джинсы-талисман,2005,13,90
3670,Джиперс Криперс,2001,2,96
3671,Джиперс Криперс 2,2003,6,103
3672,Джо Кидд,1972,19,88
3673,Джо против Вулкана,1990,1,101
3674,Джо Хилл,1971,2,117
3675,Джованни Фальконе,1993,4,120
3676,Джои,1996,16,197
3677,Джои Брейкер,1992,1,92
3678,Джоконда на асфальте,2007,2,271
3679,Джон и Йоко: история любви,1985,7,145
3680,Джон и Миссус,1987,2,87
3681,Джон и Мэри,1969,2,92
3682,Джон Ф. Кеннеди. Выстрелы в Далласе,1991,2,188
3683,Джон Фитцджеральд Кеннеди: безрассудная юность,1993,2,176
3684,Джонни 2000,1997,8,94
3686,Джонни взял ружье,1971,2,111
3687,Джонни и Клайд,1995,16,84
3688,Джонни стервятник,1997,4,98
3689,Джонни Сто Песо,1993,11,89
3690,Джонни-гитара,1954,19,97
3691,Джонни-замша,1991,1,97
3692,Джонни-красавчик,1989,11,94
3693,Джонни-мнемоник,1995,8,95
3694,Джордж из джунглей,1997,16,92
3695,Джорджино,1994,13,177
3696,Джорджия,1988,6,87
3697,Джорджия,1995,2,117
3698,Джоси Уэйлс - человек вне закона,1976,19,134
3699,Джосус,1991,3,84
3700,Джош и С.Э.М.,1993,11,97
3701,Джош Керби - воин во времени: в мире игрушек,1995,16,87
3702,Джош Керби - воин во времени: планета Дино-Рыцарей,1995,16,89
3703,Джош Керби - воин во времени: человеческие любимцы,1995,16,88
3704,"Джош Керби - воин времени! Часть 4: Яйца, которым более 70 миллионов лет",1995,8,93
3705,Джошуа,2007,17,105
3706,Джошуа тогда и сейчас,1985,1,118
3707,Джуд,1996,2,117
3708,Джулиан По,1997,3,80
3709,Джулия,1977,2,116
3710,Джулия,2007,17,138
3711,Джулия и Джулия,1987,4,97
3712,Джулия плохо себя ведет,1996,11,185
3713,Джульбарс,1935,11,72
3714,Джульетта и духи,1965,2,147
3715,Джуманджи,1995,6,97
3716,Джуниор,1994,1,110
3717,Джуно,2007,1,92
3718,Джэбберуоки,1977,1,99
3719,Дзенбоксинг,1998,1,56
3720,Дзета,1968,4,124
3721,Дзифт,2008,2,92
3722,Диагональ слона,1984,4,95
3723,Диана - королева сердец,1997,5,46
3724,Диана и я,1997,11,94
3725,Диана: история жизни,1992,5,93
3726,Диверсант,1942,4,99
3727,Диверсант. Конец войны,2007,11,500
3728,Дидье,1997,1,100
3729,Дик Трэйси,1990,11,120
3730,Дикари,2007,1,113
3731,Дикари,2006,1,100
3732,Дикарка,2002,1,95
3733,Дикарь,1995,11,96
3734,Дикарь,1953,2,78
3735,Дикая Америка,1997,16,101
3736,Дикая банда,1969,11,145
3737,Дикая банда,2002,2,96
3738,Дикая любовь,1995,2,96
3739,Дикая любовь,1993,2,117
3742,Дикая планета,1973,9,72
3743,Дикая природа Мадагаскара,1989,5,60
3744,Дикая река,1994,4,108
3745,Дикая семейка Торнберри,2002,9,85
3746,Дикая собака Динго,1962,2,97
3747,Дикая штучка,1986,4,116
3748,Дикие бродяги,1971,19,136
3749,Дикие гуси,1978,11,134
3750,Дикие гуси II,1985,11,118
3751,Дикие дни,1991,2,94
3752,Дикие и прекрасные,1984,5,74
3753,Дикие игры,1997,2,84
3754,Дикие ночи,1992,11,126
3755,Дикие пальмы,1992,8,276
3756,Дикие сердца,1995,11,107
3757,Дикие сердца никогда не сдаются,1991,2,89
3758,Дикие сердцем,1990,2,126
3759,Дикие штучки,1998,4,108
3760,Дикий Билл,1995,19,93
3761,Дикий кактус,1993,4,93
3762,Дикий мед,1966,15,97
3763,Дикий мессия,1972,2,99
3764,Дикий пляж,1990,2,66
3765,Дикий ребенок,1969,2,81
3766,"Дикий, дикий Вест",1999,11,104
3768,Дикое бегство,1995,1,90
3769,Дикое влечение,1983,4,93
3770,Дикое поле,2008,2,255
3771,Дикое правосудие,1996,8,90
3772,Дикость,2006,6,110
3773,Дилемма,1997,11,84
3774,Дилетант,1982,4,111
3775,Дилижанс,1939,19,97
3776,Диллинджер,1973,11,96
3777,Диллинджер и Капоне,1994,11,93
3778,Диллинджер мертв,1969,2,91
3779,Дим Сум: легкое биение сердца,1985,2,85
3780,Динамит,1997,11,86
3781,Динозавр,2000,13,82
3782,Динозавр Ми-Ши: хозяин озера,2005,13,94
3783,Динозаврик Динк,1989,16,55
3784,Динозавры 3D: гиганты Патагонии,2007,5,40
3785,Динотопия,2002,13,253
3786,Дипломатическая неприкосновенность,1991,11,95
3787,Дипломатический багаж,1973,1,101
3788,Дипломатический курьер,1952,4,97
3789,Директор,1987,2,99
3790,Дискосвиньи,2001,2,89
3791,Диспут,1991,2,111
3792,Дистанционное управление,1993,16,79
3793,Дистанционное управление,1988,8,88
3794,Дистанция,1975,2,93
3795,Дитя,2005,2,95
3796,Дитя Голливуда,1994,2,116
3797,Дитя любви,1982,2,93
3798,Дитя Макона,1993,2,119
3799,Дитя полуночи,1992,6,89
3800,Дитя с Марса,2007,2,106
3801,Дитя убийцы,1997,4,93
3802,Дитя человеческое,2006,13,109
3803,Длина волны,1996,2,94
3804,Длинноногий папочка,1955,7,126
3805,Длинноногий папочка,1931,1,79
3806,Длинный и короткий и высокий,1961,15,104
3807,Длинный уикэнд,2005,1,85
3808,Для моего отца,2008,2,102
3809,Для наших ребят,1991,2,145
3810,ДМБ,2000,1,84
3811,ДМБ 3,2001,1,74
3812,ДМБ 4,2001,1,74
3813,ДМБ: снова в бою,2001,1,89
3814,ДМБ-002,2000,1,90
3815,Дневная красавица,1967,2,99
3816,Дневная фотомодель,1993,11,89
3817,Дневник Анны Франк,1959,15,170
3818,Дневник баскетболиста,1995,2,99
3819,Дневник Бриджет Джонс,2001,1,97
